地区(大区),省/直辖市,城市/区县,产业分类,紧缺岗位名称,需求程度,学历要求,专业要求,薪资参考/政策补贴,缺口人数,文件年份
华北地区,河北,唐山,,组织部部长,,,"政治学,经济学与哲学",,2,2025
华北地区,河北,唐山,,物流管理岗,,,"物流管理,物流工程,英语",,2,2025
华北地区,河北,唐山,,新媒体编辑,,,网络与新媒体,,2,2025
华北地区,河北,唐山,,宣传部部长,,,网络与新媒体,,2,2025
华北地区,河北,唐山,,宣传干事,,,网络与新媒体,,2,2025
华北地区,河北,唐山,,土建工程师,,,"土木工程,建筑装饰工程,工程造价",,2,2025
华北地区,河北,唐山,,信息规划员,,,"计算机科学与技术,信息管理与信息系统",,2,2025
华北地区,河北,唐山,,需求分析员,,,"计算机科学与技术,信息管理与信息系统",,2,2025
华北地区,河北,唐山,,设备中心主任,,,"机械工程,自动化,电气工程及其自动化",,2,2025
华北地区,河北,唐山,,物流成本核算专员,,,"会计学,采购管理",,2,2025
华北地区,河北,唐山,,环保专员,,,环境工程,,2,2025
华北地区,河北,唐山,,行政文秘,,,汉语言文学,,2,2025
华北地区,河北,唐山,,电气工程师,,,"电气工程及其自动化,电力工程及自动化,电机电器智能化",,2,2025
华北地区,河北,唐山,,安全主管,,,安全工程,,2,2025
华北地区,河北,唐山,绿色建材（104人）,管培生,,,"电子信息工程,电气工程及其自动化,计算机科学与技术,人工智能,工业设计,机械工程,电子商务,市场营销,信息管理与信息系统,人力资源管理,心理学,工商管理,统计学,经济学,工业工程,软件工程,网络工程,数据科学与大数据技术,物联网工程,会计学,财务管理,审计学,物流管理,供应链管理",,60,2025
华北地区,河北,唐山,,机械管培生,,,机械设计制造及其自动化,,10,2025
华北地区,河北,唐山,,设计工程师,,,"机械设计制造及其自动化,工业设计",,10,2025
华北地区,河北,唐山,,电气工程师,,,电气工程及其自动化,,6,2025
华北地区,河北,唐山,,软件管培生,,,"软件工程,计算机科学与技术",,4,2025
华北地区,河北,唐山,,材料管培生,,,无机非金属材料工程,,4,2025
华北地区,河北,唐山,,包装管培生,,,包装工程,,4,2025
华北地区,河北,唐山,,机械工程师,,,"机械设计制造及其自动化,机械设计及理论",,2,2025
华北地区,河北,唐山,,线上运营推广,,,"网络与新媒体,电子商务",,2,2025
华北地区,河北,唐山,建筑业（52人）,电气工程师,,,"电气工程及其自动化,电气工程与智能控制,自动化,能源与环境系统工程,金属材料工程",,20,2025
华北地区,河北,唐山,,机械工程师,,,"机械工程,机械设计制造及其自动化,材料成型及控制工程,机械电子工程,机械工艺技术",,20,2025
华北地区,河北,唐山,,软件工程师,,,"电子信息工程,计算机科学与技术,软件工程,网络工程,信息安全,数字媒体技术,智能科学与技术,电子与计算机工程,数据科学与大数据技术",,4,2025
华北地区,河北,唐山,,国贸经理,,,"国际经济与贸易,英语",,4,2025
华北地区,河北,唐山,,会计,,,会计学,,2,2025
华北地区,河北,唐山,,法务专员,,,法学,,2,2025
华北地区,河北,唐山,,外语教师,,,"英语,应用英语,日语",,8,2025
华北地区,河北,唐山,,教辅岗,,,"计算机科学与技术,软件工程,电子信息工程",,4,2025
华北地区,河北,唐山,,语文教师,,,"汉语言文学,汉语言",,4,2025
华北地区,河北,唐山,,数学教师,,,"数学与应用数学,信息与计算科学,数理基础科学",,4,2025
华北地区,河北,唐山,,物理教师,,,"物理学,应用物理学",,4,2025
华北地区,河北,唐山,,化学教师,,,"化学,应用化学,化学生物学",,4,2025
华北地区,河北,唐山,,技术类岗,,,"机械设计与制造,机械制造与自动化,数控技术,精密机械技术,特种加工技术,材料成型与控制技术,铸造技术,锻压技术,焊接技术与自动化,机械产品检测检验技术,模具设计与制造,电机与电器技术,电线电缆制造技术,内燃机制造与维修,机械装备制造技术,工业设计,工业工程技术,自动化生产设备应用,机电设备安装技术,机电设备维修与管理,数控设备应用与维护,制冷与空调技术,光电制造与应用技术,新能源装备技术,机电一体化技术,电气自动化技术,工业过程自动化技术,智能控制技术,工业网络技术,工业自动化仪表,电梯工程技术,工业机器人技术",,75,2025
华北地区,河北,唐山,,ESP管培生,,,"机械设计与制造,机械制造与自动化,电气自动化技术,有色金属智能冶金技术,钢铁智能冶金技术",,50,2025
华北地区,河北,唐山,,储备干部,,,"钢铁智能冶金技术,有色金属智能冶金技术,智能轧钢技术",,10,2025
华北地区,河北,唐山,,项目实施工程师,,,"计算机应用技术,计算机网络技术,软件技术",,10,2025
华北地区,河北,唐山,,质检员,,,质量管理与认证,,8,2025
华北地区,河北,唐山,,环保专员,,,"环境监测技术,环境工程技术,生态保护技术",,7,2025
华北地区,河北,唐山,,销售类岗,,,市场营销,,6,2025
华北地区,河北,唐山,,管理会计,,,"会计信息管理,大数据与会计",,4,2025
华北地区,河北,唐山,,工艺工程师,,,"钢铁智能冶金技术,智能轧钢技术",,2,2025
华北地区,河北,唐山,,热轧工艺工程师,,,"钢铁智能冶金技术,材料工程技术",,2,2025
华北地区,河北,唐山,,研发设计师,,,"机械设计与制造,机械制造与自动化,电气自动化技术,有色金属智能冶金技术,钢铁智能冶金技术",,2,2025
华北地区,河北,唐山,,DBA工程师,,,计算机应用技术,,1,2025
华北地区,河北,唐山,,机械工程师,,,"机械设计与制造,机械制造与自动化",,1,2025
华北地区,河北,唐山,,冷轧化验副主任,,,应用化工技术,,1,2025
华北地区,河北,唐山,,新媒体主播,,,"播音与主持艺术,表演艺术,市场营销",,1,2025
华北地区,河北,唐山,,液压工程师,,,"机械设计与制造,机械制造与自动化",,1,2025
华北地区,河北,唐山,,销售类岗,,,"动物医学,畜牧兽医,市场营销",,16,2025
华北地区,河北,唐山,,燃机工程师,,,"航空发动机制造技术,内燃机制造与应用技术,轮机工程技术",,10,2025
华北地区,河北,唐山,,品质员,,,"机械设计与制造,电气自动化技术",,3,2025
华北地区,河北,唐山,,管道工程师,,,"管道工程技术,管道运输管理",,3,2025
华北地区,河北,唐山,,液压工程师,,,液压与气动技术,,2,2025
华北地区,河北,唐山,,工程造价专员,,,"建设工程管理,工程造价",,2,2025
华北地区,河北,唐山,,轴流风机工程师,,,"液压与气动技术,机械设计与制造,机电设备技术",,1,2025
华北地区,河北,唐山,,仪表自动化工程师,,,"机电设备安装技术,机电设备维修与管理,数控设备应用与维护,工业自动化仪表技术",,1,2025
华北地区,河北,唐山,,压缩机工程师,,,"液压与气动技术,机械设计与制造,机电设备技术",,1,2025
华北地区,河北,唐山,,汽轮机工程师,,,"热能动力工程技术,机械制造与自动化",,1,2025
华北地区,河北,唐山,,环保工程师,,,环境工程技术,,1,2025
华北地区,河北,唐山,,电气工程师,,,"建筑电气工程技术,自动化生产设备应用",,1,2025
华北地区,河北,唐山,,安全工程师,,,"安全技术与管理,化工安全技术",,1,2025
华北地区,河北,唐山,,TRT工程师,,,"机械设计与制造,机电设备技术",,1,2025
华北地区,河北,唐山,卫生和社会工作（50人）,销售类岗,,,"美容美体艺术,医学美容技术,市场营销",,20,2025
华北地区,河北,唐山,,护理类岗,,,护理,,10,2025
华北地区,河北,唐山,,医美药剂师,,,药学,,10,2025
华北地区,河北,唐山,,美容师,,,医学美容技术,,10,2025
华北地区,河北,唐山,绿色建材（30人）,技工类岗,,,"机电一体化技术,高分子材料智能制造技术,新型建筑材料技术,数控技术",,25,2025
华北地区,河北,唐山,教育（22人）,教师,,,"市场营销,小学数学教育,小学语文教育,小学英语教育,学前教育",,22,2025
华北地区,河北,唐山,文化、体育和娱乐业（6人）,服务类岗,,,"会展策划与管理,现代家政服务与管理",,6,2025
华北地区,河北,唐山,房地产业（3人）,销售经理,,,市场营销,,1,2025
华北地区,河北,唐山,,物业副总经理,,,现代物业管理,,1,2025
华北地区,河北,唐山,,物业综管经理,,,"行政管理,人力资源管理",,1,2025
华北地区,河北,唐山,,项目管理岗,,,管理科学与工程类，工程管理，经济学,,5,2025
华北地区,河北,唐山,,工程管理岗,,,管理科学与工程类，工程管理，土木工程,,5,2025
华北地区,河北,唐山,,融资业务岗,,,"管理学类,会计学,应用经济学,统计学,金融学",,5,2025
华北地区,河北,唐山,,新能源开发工程师,,,"控制科学与工程类,能源动力类,电气类",,5,2025
华北地区,河北,唐山,,税务会计,,,"会计学,财务管理",,4,2025
华北地区,河北,唐山,,外联专员,,,"公共关系学,市场营销",,4,2025
华北地区,河北,唐山,,人力资源专员,,,人力资源管理,,4,2025
华北地区,河北,唐山,,经理助理,,,市场营销,,2,2025
华北地区,河北,唐山,,招商专员,,,"英语,工商管理",,2,2025
华北地区,河北,唐山,,运营部长,,,"工商管理,市场营销,酒店管理",,2,2025
华北地区,河北,唐山,,客服主管,,,酒店管理,,2,2025
华北地区,河北,唐山,批发和零售业（26人）,销售类岗,,,"市场营销,商务经济学,电子商务",,20,2025
华北地区,河北,唐山,,销售经理,,,市场营销,,4,2025
华北地区,河北,唐山,,财务经理,,,"财政学,税收学,财务管理,经济学",,2,2025
华北地区,河北,唐山,金融服务（6人）,外贸人员,,,"国际经济与贸易,国际商务",,4,2025
华北地区,河北,唐山,,财务人员,,,"会计学,财政学",,2,2025
华北地区,河北,唐山,人力资源管理（6人）,新媒体运营,,,"数字媒体技术,计算机应用技术,电子商务",,4,2025
华北地区,河北,唐山,,行政人员,,,"行政管理,人力资源管理,文秘",,2,2025
华北地区,河北,唐山,信息服务（6人）,新媒体编辑,,,"电子商务,广告学,传播学,汉语言文学,新闻学",,4,2025
华北地区,河北,唐山,,Java高级工程师,,,"计算机科学与技术,计算机系统结构,计算机应用技术",,2,2025
华北地区,河北,唐山,居民服务、修理和其他服务业（6人）,英语接待,,,"商务英语,英语",,4,2025
华北地区,河北,唐山,,计量工程师,,,测控技术与仪器,,2,2025
华北地区,河北,唐山,,风电运维工程师,,,"风力发电工程技术,发电运行技术,节电技术与管理,通风技术与安全管理",,100,2025
华北地区,河北,唐山,,PLC工程师,,,"计算机应用技术,软件技术,大数据技术,云计算技术应用,计算机网络技术",,50,2025
华北地区,河北,唐山,,销售类岗,,,"网络营销与直播电商,市场营销,自动化,机电设备技术",,6,2025
华北地区,河北,唐山,,硬件工程师,,,"自动化,物联网工程,电子信息工程技术,现代通信技术",,2,2025
华北地区,河北,唐山,,机械工程师,,,"机械电子工程,机电设备技术",,2,2025
华北地区,河北,唐山,,文职类岗,,,"行政管理,汉语言文学,文秘",,4,2025
华北地区,河北,唐山,,多媒体人员,,,"摄影摄像技术,数字媒体技术",,3,2025
华北地区,河北,唐山,,销售类岗,,,"市场营销,人力资源管理",,51,2025
华北地区,河北,唐山,交通运输、仓储和邮政业（58人）,技工类岗,,,"铁路物流管理,港口物流管理,物流管理,物流信息技术,包装工程技术,包装设备应用技术",,55,2025
华北地区,河北,唐山,,软件开发工程师,,,"计算机应用技术,软件技术",,2,2025
华北地区,河北,唐山,,法务主管,,,法学,,1,2025
华北地区,河北,唐山,批发和零售业（43人）,销售类岗,,,"市场营销,电子商务",,37,2025
华北地区,河北,唐山,,新媒体运营,,,"市场营销,网络直播与运营",,4,2025
华北地区,河北,唐山,,CAD设计师,,,艺术设计,,2,2025
华北地区,河北,唐山,居民服务、修理和其他服务业（14人）,计量人员,,,"信息统计与分析,统计与会计核算",,8,2025
华北地区,河北,唐山,,新媒体运营,,,"市场营销,网络与新媒体传播",,4,2025
华北地区,河北,唐山,,船务调度,,,船舶工程技术,,2,2025
华北地区,河北,唐山,金融服务（13人）,客户经理,,,"金融管理,证券与期货,会计,国际经济与贸易,财务管理",,10,2025
华北地区,河北,唐山,,销售经理,,,"市场营销,工商企业管理",,3,2025
华北地区,河北,唐山,住宿和餐饮业（13人）,监装计数员,,,统计与大数据分析,,5,2025
华北地区,河北,唐山,,销售类岗,,,"市场营销,食品加工技术",,5,2025
华北地区,河北,唐山,,现金会计,,,会计,,2,2025
华北地区,河北,唐山,,库管员,,,包装工程技术,,1,2025
华北地区,河北,唐山,居民服务、修理和其他服务业（3人）,家政服务岗,,,"营养配餐,烹饪工艺与营养",,2,2025
华北地区,河北,唐山,,技工岗,,,机械电子工程,,1,2025
华北地区,河北,唐山,,图像算法工程师,,,"人工智能,软件工程,计算机科学与技术,电气工程,电子信息,数学",,5,2025
华北地区,河北,唐山,,电气工程师,,,"电气工程及其自动化,电气工程与智能控制,机械设计制造及其自动化,机械设计及理论,自动化",,15,2025
华北地区,河北,唐山,,机械工程师,,,"机械设计制造及其自动化,机械设计及理论",,13,2025
华北地区,河北,唐山,,销售类岗,,,"机械设计制造及其自动化,市场营销,国际经济与贸易",,10,2025
华北地区,河北,唐山,,大数据工程师,,,"计算机科学与技术,计算机系统结构,计算机应用技术",,4,2025
华北地区,河北,唐山,,财务专员,,,"财务管理,会计学",,4,2025
华北地区,河北,唐山,,软件开发工程师,,,"计算机科学与技术,软件工程",,4,2025
华北地区,河北,唐山,,前端开发工程师,,,"电气工程与智能控制,机械设计制造及其自动化,计算机科学与技术,计算机系统结构",,4,2025
华北地区,河北,唐山,,内审专员,,,"财务管理,会计学,审计学",,2,2025
华北地区,河北,唐山,,国际贸易专员,,,"国际经济与贸易,贸易经济,国际经济发展合作,英语",,2,2025
华北地区,河北,唐山,,质量工程师,,,"机械设计制造及其自动化,质量管理工程",,2,2025
华北地区,河北,唐山,,质检员,,,"机械设计制造及其自动化,机械设计及理论,质量管理工程",,2,2025
华北地区,河北,唐山,,液压工程师,,,"机械设计制造及其自动化,流体传动与控制",,2,2025
华北地区,河北,唐山,,宣传策划员,,,"广告学,网络与新媒体,艺术设计学,视觉传达设计",,2,2025
华北地区,河北,唐山,,研发中心主任,,,"电气工程及其自动化,电气工程与智能控制,机械设计制造及其自动化,机械设计及理论,自动化",,2,2025
华北地区,河北,唐山,,采购专员,,,机械设计制造及其自动化,,2,2025
华北地区,河北,唐山,,安装项目经理,,,机械设计制造及其自动化,,2,2025
华北地区,河北,唐山,,采购专员,,,"市场营销,机械制造与自动化,机械设计与制造",,5,2025
华北地区,河北,唐山,,机械工程师,,,"机械设计与制造,机械制造与自动化,自动化生产设备应用,机电设备安装技术,机电设备维修与管理",,4,2025
华北地区,河北,唐山,,电气工程师,,,"电力系统自动化技术,电气自动化技术",,4,2025
华北地区,河北,唐山,,运营专员,,,"市场营销,数字媒体艺术设计",,1,2025
华北地区,河北,唐山,,数控车工员,,,数控技术,,1,2025
华北地区,河北,河北,先进钢铁产业,铸造工程技术人员,,硕士研究生以上,材料成型及控制工程、冶金工程等相关专业,9000,,2024
华北地区,河北,河北,绿色化工产业,化学研究人员,,硕士研究生以上,化学工程与工艺、材料科学与工程、化工生物技术、化学类等相关专业,10000,,2024
华北地区,河北,河北,绿色化工产业,碳排放管理员L,,硕士研究生以上,能源动力工程、无机非金属材料工程等相关专业,10000,,2024
华北地区,河北,河北,绿色化工产业,水文水资源工程技术人员L,,硕士研究生以上,水利工程、水环境工程、应用化学等相关专业,9500,,2024
华北地区,河北,河北,健康食品产业,畜牧技术人员,,硕士研究生以上,现代畜牧相关专业,12000,,2024
华北地区,河北,河北,健康食品产业,作物遗传育种栽培技术人员,,硕士研究生以上,生物育种科学、现代畜牧、生物信息学等相关专业,12000,,2024
华北地区,河北,河北,高端装备制造产业,集成电路工程技术人员S,,硕士研究生以上,电子科学与技术、微电子学与固体电子学、电气工程等相关专业,9000,,2024
华北地区,河北,河北,高端装备制造产业,电子元器件工程技术员,,硕士研究生以上,电子科学与技术、信息与通信工程、通信与信息系统等相关专业,9500,,2024
华北地区,河北,河北,高端装备制造产业,无线电航标操作与维护工程技人员,,硕士研究生以上,电子信息工程、信息工程、电子信息科学与技术等相关专业,9000,,2024
华北地区,河北,河北,高端装备制造产业,飞行器设计工程技术人员,,硕士研究生以上,飞行器设计与工程、飞行器制造工程等相关专业,12000,,2024
华北地区,河北,河北,新材料产业,无机非金属材料工程技术人员,,硕士研究生以上,材料化学、无机非金属材料工程等相关专业,11000,,2024
华北地区,河北,河北,新材料产业,非金属矿及制品工程技术人员,,硕士研究生以上,材料科学与工程、无机非金属材料工程等相关专业,8700,,2024
华北地区,河北,河北,新材料产业,化学纤维工程技术人员,,硕士研究生以上,应用化工技术、材料工程技术等相关专业,8700,,2024
华北地区,河北,河北,新一代信息技术产业,大数据工程技术人员S,,硕士研究生以上,计算机科学与程、软件工程、信息工程、统计学、应用数学等相关专业,11000,,2024
华北地区,河北,河北,新一代信息技术产业,机器人工程技术人员S,,硕士研究生以上,工业工程技术、机械制造及自动化、电子信息工程技术等相关专业,8500,,2024
华北地区,河北,河北,生物医药产业,制药工程技术人员,,硕士研究生以上,化学工程、环境工程、药物制剂等相关专业,8500,,2024
华北地区,河北,河北,生物医药产业,药物分析员,,硕士研究生以上,药物分析专业,8500,,2024
华北地区,河北,河北,新能源产业,能源管理工程技术人员L,,硕士研究生以上,建筑环境与能源应用工程、能源化学等相关专业,8500,,2024
华北地区,河北,河北,,企业经理,,硕士研究生以上,工商管理类相关专业,12000,,2024
华北地区,河北,河北,,通信工程技术人员S,,硕士研究生以上,电子信息类相关专业,11000,,2024
华北地区,河北,河北,,计算机软件工程技术人员S,,硕士研究生以上,计算机科学与技术、软件工程等相关专业,10500,,2024
华北地区,河北,河北,,嵌入式系统设计工程技术人员S,,硕士研究生以上,计算机科学与技术、网络工程、数据科学与大数据技术等相关专业,9700,,2024
华北地区,河北,河北,,计算机硬件工程技术人员,,硕士研究生以上,电子与计算机工程、数据科学与大数据技术等相关专业,10500,,2024
华北地区,河北,河北,,电子元器件工程技术人员,,硕士研究生以上,电子信息类相关专业,8800,,2024
华北地区,河北,河北,,机器人工程技术人员S,,硕士研究生以上,机械类、电子信息类等相关专业,8500,,2024
华北地区,河北,河北,,国际商务专业人员,,硕士研究生以上,国际经济与贸易相关专业,8100,,2024
华北地区,河北,河北,,机械设计工程技术人员,,硕士研究生以上,机械类相关专业,6100,,2024
华北地区,河北,河北,,高级中学教师,,硕士研究生以上,师范类、教育类等相关专业,8500,,2024
华北地区,河北,河北,,化工实验工程技术人员,,硕士研究生以上,化学与制药类、材料类等相关专业,7500,,2024
华北地区,河北,河北,,飞行器设计工程技术人员,,硕士研究生以上,航空航天类相关专业,8050,,2024
华北地区,河北,河北,,材料成形与改性工程技术人员,,硕士研究生以上,机械类、材料类等相关专业,8400,,2024
华北地区,河北,河北,,增材制造工程技术人员L/S,,硕士研究生以上,生物医学工程相关专业,7800,,2024
华北地区,河北,河北,,兽药技术人员,,硕士研究生以上,药学类、中药学等相关专业,7500,,2024
华北地区,河北,河北,,工业工程技术人员,,硕士研究生以上,计算机、机械、化学、信息系统等相关专业,7000,,2024
华北地区,河北,唐山,教育（60人）,高校教师,,硕士（89人）,"机械制造及其自动化,机械电子工程,机械设计及理论,车辆工程,机械工程,船舶电子电气工程,飞行器设计,航空宇航推进理论与工程,航空宇航制造工程,计算机系统结构,计算机软件与理论,计算机应用技术,信息与通信工程,物联网技术,软件工程,电子商务,基础医学,妇产科学,护理学,康复治疗学,公共卫生与预防医学,舞蹈编导,播音主持艺术学,广播电视艺术学,表演学,小学教育,学前教育,学科教学,国民经济学,财政学,税收学,金融学,保险学,产业经济学,国际贸易学,劳动经济学,统计学,审计学,会计学,汉语言文学,语言学,古典文献学,汉语国际教育,英语,法语,德语,韩语,哲学,政治学,马克思主义理论,物流工程,物流工程与管理,物流与供应链管理,物流学,体育学,运动人体科学,体育教育训练学,行政管理,工商管理",,60,2025
华北地区,河北,唐山,制造业（29人）,管培生,,硕士（89人）,"机械工程,机械电子工程,仪器科学与技术,车辆工程",,5,2025
华北地区,河北,唐山,金融服务（25人）,投资管理岗,,硕士（25人）,"会计学,财务管理,法学",,5,2025
华北地区,河北,唐山,高端装备制造（92人）,研发员,,硕士（114人）,"机械制造及其自动化,机械电子工程,机械设计及理论,机械工程,材料与化学,材料工程,材料科学与工程,电机与电器,电力系统及其自动化,电力电子与电力传动,控制理论与控制工程",,10,2025
华北地区,河北,唐山,人工智能（10人）,上位机软件工程师,,硕士（10人）,"人工智能,软件工程,计算机科学与技术,电气工程,电子信息,数学",,5,2025
华北地区,河北,河北,先进钢铁产业,硅冶炼工,,其他,冶金工程专业,6000,,2024
华北地区,河北,河北,先进钢铁产业,烧结成品工,,其他,不限,5500,,2024
华北地区,河北,河北,先进钢铁产业,炼钢浇铸工,,其他,不限,6500,,2024
华北地区,河北,河北,先进钢铁产业,镁冶炼工,,其他,不限,6000,,2024
华北地区,河北,河北,先进钢铁产业,铁合金原料工,,其他,不限,6500,,2024
华北地区,河北,河北,先进钢铁产业,高炉炼铁工,,其他,不限,4800,,2024
华北地区,河北,河北,先进钢铁产业,工业炉及电炉装配工,,其他,不限,4800,,2024
华北地区,河北,河北,先进钢铁产业,铝电解工,,其他,不限,5500,,2024
华北地区,河北,河北,健康食品产业,饲料加工,,其他,不限,4500,,2024
华北地区,河北,河北,健康食品产业,家畜繁殖员,,其他,畜禽智能化养殖、畜牧兽医等相关专业,3500,,2024
华北地区,河北,河北,现代轻纺产业,抽纱刺绣工,,其他,不限,5500,,2024
华北地区,河北,河北,现代轻纺产业,意匠纹版工,,其他,现代纺织技术、服装设计与工艺等相关专业,5500,,2024
华北地区,河北,河北,现代轻纺产业,纺织品缝纫工,,其他,服装设计与工艺专业,6500,,2024
华北地区,河北,河北,现代轻纺产业,织造工,,其他,不限,4500,,2024
华北地区,河北,河北,现代轻纺产业,服装制版师,,其他,不限,6500,,2024
华北地区,河北,河北,现代轻纺产业,工艺染织品制作工,,其他,现代纺织技术、服装设计与工艺等相关专业,4500,,2024
华北地区,河北,河北,现代轻纺产业,经编工,,其他,现代纺织技术、针织技术与针织服装等相关专业,4500,,2024
华北地区,河北,河北,现代轻纺产业,印染丝光工,,其他,现代纺织技术、数字化染整技术、纺织材料与应用等相关专业,4800,,2024
华北地区,河北,河北,现代轻纺产业,纺织品裁剪工,,其他,不限,4600,,2024
华北地区,河北,河北,现代轻纺产业,印花电脑分色工,,其他,纺织材料与应用、现代纺织技术类等相关专业,6000,,2024
华北地区,河北,河北,现代轻纺产业,羽绒羽毛加工及制品制造人员,,其他,不限,4000,,2024
华北地区,河北,河北,现代轻纺产业,纺织染色机操作工,,其他,现代纺织技术、应用化工技术等相关专业,4000,,2024
华北地区,河北,河北,现代轻纺产业,洗毛炭化挡车工,,其他,现代纺织技术、应用化工技术等相关专业,3700,,2024
华北地区,河北,河北,现代轻纺产业,粗纱工,,其他,现代纺织技术、服装设计与工艺等相关专业,4500,,2024
华北地区,河北,河北,高端装备制造产业,机电设备维修工,,其他,机械、机电等相关专业,4500,,2024
华北地区,河北,河北,新能源产业,废旧电池及电池系统处置员,,其他,不限,4700,,2024
华北地区,河北,河北,,保卫管理员,,其他,不限,5000,,2024
华北地区,河北,河北,,保洁员L,,其他,不限,3200,,2024
华北地区,河北,河北,,理货员,,其他,不限,3000,,2024
华北地区,河北,河北,,快递员,,其他,不限,6000,,2024
华北地区,河北,河北,,餐厅服务员,,其他,不限,3500,,2024
华北地区,河北,河北,,保安员,,其他,不限,4000,,2024
华北地区,河北,河北,,养老护理员,,其他,不限,5500,,2024
华北地区,河北,河北,,网络主播,,其他,不限,4000,,2024
华北地区,河北,河北,,焊工,,其他,不限,8300,,2024
华北地区,河北,河北,,工具钳工,,其他,不限,6000,,2024
华北地区,河北,河北,,电工,,其他,不限,6500,,2024
华北地区,河北,河北,,装配钳工,,其他,不限,7000,,2024
华北地区,河北,河北,,多工序数控机床操作调整工,,其他,机械设计制造及其自动化相关专业,7800,,2024
华北地区,河北,河北,,家具制作工,,其他,不限,5900,,2024
华北地区,河北,河北,,车工,,其他,机械类相关专业,7200,,2024
华北地区,河北,河北,,汽车生产线操作工,,其他,不限,4400,,2024
华北地区,河北,河北,,铣工,,其他,机械类相关专业,7000,,2024
华北地区,河北,河北,,金属挤压工,,其他,不限,4500,,2024
华北地区,河北,河北,,磨工,,其他,不限,4800,,2024
华北地区,河北,河北,先进钢铁产业,冶炼工程技术人员,,大专以上,不限,6000,,2024
华北地区,河北,河北,先进钢铁产业,铸管工程技术人员,,大专以上,冶金工程、有色金属材料类等相关专业,7500,,2024
华北地区,河北,河北,先进钢铁产业,钛冶炼工,,大专以上,冶金工程、化学工程与工艺、材料科学与工程等相关专业,6000,,2024
华北地区,河北,河北,先进钢铁产业,炼钢工,,大专以上,冶金工程专业,6500,,2024
华北地区,河北,河北,先进钢铁产业,高炉原料工,,大专以上,热能动力工程专业,4500,,2024
华北地区,河北,河北,绿色化工产业,合成树脂生产工,,大专以上,化工技术类相关专业,6000,,2024
华北地区,河北,河北,绿色化工产业,化工实验工程技术人员,,大专以上,化学类、化工技术类等相关专业,6500,,2024
华北地区,河北,河北,绿色化工产业,环境监测工程技术人员L,,大专以上,环境工程、化学类、仪器类等相关专业,7000,,2024
华北地区,河北,河北,绿色化工产业,工业清洗工,,大专以上,不限,4500,,2024
华北地区,河北,河北,绿色化工产业,工业气体液化工,,大专以上,化学、化工、材料科学与工程等相关专业,4500,,2024
华北地区,河北,河北,健康食品产业,水产养殖技术人员,,大专以上,水产养殖学、动物医学、畜牧兽医等相关专业,8500,,2024
华北地区,河北,河北,健康食品产业,酿酒师,,大专以上,酿酒工程、食品科学与工程等相关专业,6000,,2024
华北地区,河北,河北,健康食品产业,农产品食品检验员L,,大专以上,农学、化学、生物科学等相关专业,5500,,2024
华北地区,河北,河北,健康食品产业,食品安全管理师,,大专以上,食品安全与检测、食品卫生与营养学等相关专业,9000,,2024
华北地区,河北,河北,健康食品产业,家畜饲养员,,大专以上,不限,4500,,2024
华北地区,河北,河北,现代轻纺产业,纺织面料设计师,,大专以上,纺织工程、服装设计与工程等相关专业,6500,,2024
华北地区,河北,河北,现代轻纺产业,服装工程技术人员,,大专以上,服装设计与工程、纺织工程、纺织材料与应用、服装制作与管理等相关专业,6500,,2024
华北地区,河北,河北,现代轻纺产业,纺织纤维梳理工,,大专以上,纺织工程、丝绸设计与工程等相关专业,7000,,2024
华北地区,河北,河北,现代轻纺产业,手绘工,,大专以上,视觉传达设计专业,4000,,2024
华北地区,河北,河北,高端装备制造产业,电工电器工程技术人员,,大专以上,机电一体化、电子信息与工程、应用电子技术、自动化相关专业,7000,,2024
华北地区,河北,河北,高端装备制造产业,机载设备设计制造工程技术人员,,大专以上,航空动力装置维修技术、机械设计制造及自动化等相关专业,6000,,2024
华北地区,河北,河北,高端装备制造产业,输电工程技术人员L,,大专以上,水利水电工程、土木工程、电气自动化等相关专业,5500,,2024
华北地区,河北,河北,新材料产业,电子绝缘与介质材料制造工,,大专以上,不限,6000,,2024
华北地区,河北,河北,新材料产业,耐火材料工程技术人员,,大专以上,非金属材料专业,8500,,2024
华北地区,河北,河北,新材料产业,绝缘制品制造工,,大专以上,不限,4000,,2024
华北地区,河北,河北,生物医药产业,兽药制造工,,大专以上,药品生物技术、药学等相关专业,6000,,2024
华北地区,河北,河北,生物医药产业,化学合成制药工,,大专以上,药学、药品生产技术、化学制药技术等相关专业,7000,,2024
华北地区,河北,河北,生物医药产业,中药炮制工,,大专以上,中药学专业,8000,,2024
华北地区,河北,河北,生物医药产业,药物制剂工,,大专以上,药学、药品生产技术、兽药制药技术相关专业,4800,,2024
华北地区,河北,河北,生物医药产业,疫苗制品工,,大专以上,药学、药物制剂技术等相关专业,4500,,2024
华北地区,河北,河北,新能源产业,发电设备安装工,,大专以上,电子信息工程、机械设计与制造、机电一体化技术等相关专业,6000,,2024
华北地区,河北,河北,新能源产业,微水电利用工,,大专以上,机械设计与制造、机电一体化技术等相关专业,6000,,2024
华北地区,河北,河北,新能源产业,小风电利用工L,,大专以上,机械工程、电气工程、材料化学等相关专业,7000,,2024
华北地区,河北,河北,新能源产业,电池制造工,,大专以上,不限,5500,,2024
华北地区,河北,河北,新能源产业,电池及电池系统维修保养师L,,大专以上,新能源材料应用技术、储能材料技术、材料工程等相关专业,4500,,2024
